Object Type,Attribute Name,Brief,Type,Flags,Objects,Default
"","SAI_FINE_GRAINED_HASH_FIELD_ATTR_IPV4_MASK","Mask for a IPv6 address.","sai_ip6_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_FINE_GRAINED_HASH_FIELD_ATTR_NATIVE_HASH_FIELD","","","","",""
"","SAI_FINE_GRAINED_HASH_FIELD_ATTR_IPV6_MASK","Optional field ordering.","sai_uint32_t","CREATE_ONLY","","0"
"","SAI_FINE_GRAINED_HASH_FIELD_ATTR_SEQUENCE_ID","End of attributes","","","",""
"","SAI_FINE_GRAINED_HASH_FIELD_ATTR_END","","","","",""
"","SAI_FINE_GRAINED_HASH_FIELD_ATTR_CUSTOM_RANGE_START","","","","",""
"","SAI_FINE_GRAINED_HASH_FIELD_ATTR_CUSTOM_RANGE_END","","","","",""
"hash","SAI_HASH_ATTR_START","Hash native fields","sai_s32_list_t sai_native_hash_field_t","CREATE_AND_SET","","empty"
"","SAI_HASH_ATTR_NATIVE_HASH_FIELD_LIST","Hash UDF group","sai_object_list_t","CREATE_AND_SET","SAI_OBJECT_TYPE_UDF_GROUP","empty"
"","SAI_HASH_ATTR_UDF_GROUP_LIST","Hash fine-grained field list","sai_object_list_t","CREATE_AND_SET","SAI_OBJECT_TYPE_FINE_GRAINED_HASH_FIELD","empty"
"","SAI_HASH_ATTR_FINE_GRAINED_HASH_FIELD_LIST","End of attributes","","","",""
"","SAI_HASH_ATTR_END","","","","",""
"","SAI_HASH_ATTR_CUSTOM_RANGE_START","","","","",""
"","SAI_HASH_ATTR_CUSTOM_RANGE_END","","","","",""
"hostif_trap_group","SAI_HOSTIF_TRAP_GROUP_ATTR_START","Admin Mode","bool","CREATE_AND_SET","","true"
"","SAI_HOSTIF_TRAP_GROUP_ATTR_ADMIN_STATE","CPU egress queue","sai_uint32_t","CREATE_AND_SET","","0"
"","SAI_HOSTIF_TRAP_GROUP_ATTR_QUEUE","SAI policer object id","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_POLICER","SAI_NULL_OBJECT_ID"
"","SAI_HOSTIF_TRAP_GROUP_ATTR_POLICER","Hostif trap group object stage","sai_object_stage_t","CREATE_ONLY","","SAI_OBJECT_STAGE_BOTH"
"","SAI_HOSTIF_TRAP_GROUP_ATTR_OBJECT_STAGE","End of attributes","","","",""
"","SAI_HOSTIF_TRAP_GROUP_ATTR_END","","","","",""
"","SAI_HOSTIF_TRAP_GROUP_ATTR_CUSTOM_RANGE_START","","","","",""
"","SAI_HOSTIF_TRAP_GROUP_ATTR_CUSTOM_RANGE_END","","","","",""
"hostif_trap","SAI_HOSTIF_TRAP_ATTR_START","Host interface trap type","sai_hostif_trap_type_t","MANDATORY_ON_CREATE | CREATE_ONLY | KEY","",""
"","SAI_HOSTIF_TRAP_ATTR_TRAP_TYPE","Trap action","sai_packet_action_t","MANDATORY_ON_CREATE | CREATE_AND_SET","",""
"","SAI_HOSTIF_TRAP_ATTR_PACKET_ACTION","Trap priority.","","","",""
"","SAI_ACL_ENTRY_ATTR_PRIORITY","","sai_uint32_t","CREATE_AND_SET","",""
"","SAI_SWITCH_ATTR_ACL_ENTRY_MINIMUM_PRIORITY","","","","","attrvalue SAI_SWITCH_ATTR_ACL_ENTRY_MINIMUM_PRIORITY"
"","SAI_HOSTIF_TRAP_ATTR_PACKET_ACTION","","","","",""
"","SAI_HOSTIF_TRAP_ATTR_TRAP_PRIORITY","List of SAI ports to be excluded (disabled) from the trap generation","sai_object_list_t","CREATE_AND_SET","SAI_OBJECT_TYPE_PORT","empty"
"","SAI_HOSTIF_TRAP_ATTR_PACKET_ACTION","","","","",""
"","SAI_HOSTIF_TRAP_ATTR_EXCLUDE_PORT_LIST","Trap group ID for the trap","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_HOSTIF_TRAP_GROUP",""
"","SAI_SWITCH_ATTR_DEFAULT_TRAP_GROUP","","","","","attrvalue SAI_SWITCH_ATTR_DEFAULT_TRAP_GROUP"
"","SAI_HOSTIF_TRAP_ATTR_PACKET_ACTION","","","","",""
"","SAI_HOSTIF_TRAP_ATTR_TRAP_GROUP","Mirror session for the trap","sai_object_list_t","CREATE_AND_SET","SAI_OBJECT_TYPE_MIRROR_SESSION","empty"
"","SAI_HOSTIF_TRAP_ATTR_MIRROR_SESSION","Attach a counter","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_COUNTER","SAI_NULL_OBJECT_ID"
"","SAI_HOSTIF_TRAP_ATTR_COUNTER_ID","End of attributes","","","",""
"","SAI_HOSTIF_TRAP_ATTR_END","","","","",""
"","SAI_HOSTIF_TRAP_ATTR_CUSTOM_RANGE_START","","","","",""
"","SAI_HOSTIF_TRAP_ATTR_CUSTOM_RANGE_END","","","","",""
"hostif_user_defined_trap","SAI_HOSTIF_USER_DEFINED_TRAP_ATTR_START","Host interface user defined trap type","sai_hostif_user_defined_trap_type_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_HOSTIF_USER_DEFINED_TRAP_ATTR_TYPE","Trap priority. This is equivalent to ACL entry priority","","","",""
"","SAI_ACL_ENTRY_ATTR_PRIORITY","","sai_uint32_t","CREATE_AND_SET","",""
"","SAI_SWITCH_ATTR_ACL_ENTRY_MINIMUM_PRIORITY","","","","","attrvalue SAI_SWITCH_ATTR_ACL_ENTRY_MINIMUM_PRIORITY"
"","SAI_HOSTIF_USER_DEFINED_TRAP_ATTR_TRAP_PRIORITY","Trap group ID for the trap","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_HOSTIF_TRAP_GROUP",""
"","SAI_SWITCH_ATTR_DEFAULT_TRAP_GROUP","","","","","attrvalue SAI_SWITCH_ATTR_DEFAULT_TRAP_GROUP"
"","SAI_HOSTIF_USER_DEFINED_TRAP_ATTR_TRAP_GROUP","End of attributes","","","",""
"","SAI_HOSTIF_USER_DEFINED_TRAP_ATTR_END","","","","",""
"","SAI_HOSTIF_USER_DEFINED_TRAP_ATTR_CUSTOM_RANGE_START","","","","",""
"","SAI_HOSTIF_USER_DEFINED_TRAP_ATTR_CUSTOM_RANGE_END","","","","",""
"hostif","SAI_HOSTIF_ATTR_START","Host interface type","sai_hostif_type_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_HOSTIF_ATTR_TYPE","Host interface object ID","sai_object_id_t","MANDATORY_ON_CREATE | CREATE_ONLY","SAI_OBJECT_TYPE_PORT, SAI_OBJECT_TYPE_LAG, SAI_OBJECT_TYPE_VLAN, SAI_OBJECT_TYPE_SYSTEM_PORT",""
"","SAI_HOSTIF_ATTR_TYPE","","","","",""
"","SAI_HOSTIF_ATTR_OBJ_ID","Name [char[SAI_HOSTIF_NAME_SIZE]]","char","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_HOSTIF_ATTR_TYPE","","","","",""
"","SAI_HOSTIF_ATTR_NAME","Set the operational status for this host interface","bool","CREATE_AND_SET","","false"
"","SAI_HOSTIF_ATTR_OPER_STATUS","Set the queue index to be used for packets going out through this interface","sai_uint32_t","CREATE_AND_SET","","0"
"","SAI_HOSTIF_ATTR_QUEUE","Strip/keep vlan tag for received packet","sai_hostif_vlan_tag_t","CREATE_AND_SET","","SAI_HOSTIF_VLAN_TAG_STRIP"
"","SAI_HOSTIF_ATTR_TYPE","","","","",""
"","SAI_HOSTIF_ATTR_VLAN_TAG","Name [char[SAI_HOSTIF_GENETLINK_MCGRP_NAME_SIZE]]","char","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_HOSTIF_ATTR_TYPE","","","","",""
"","SAI_HOSTIF_ATTR_GENETLINK_MCGRP_NAME","End of attributes","","","",""
"","SAI_HOSTIF_ATTR_END","","","","",""
"","SAI_HOSTIF_ATTR_CUSTOM_RANGE_START","","","","",""
"","SAI_HOSTIF_ATTR_CUSTOM_RANGE_END","","","","",""
"hostif_table_entry","SAI_HOSTIF_TABLE_ENTRY_ATTR_START","Host interface table entry type","sai_hostif_table_entry_type_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_HOSTIF_TABLE_ENTRY_ATTR_TYPE","Host interface table entry match field object-id","sai_object_id_t","MANDATORY_ON_CREATE | CREATE_ONLY","SAI_OBJECT_TYPE_PORT, SAI_OBJECT_TYPE_LAG, SAI_OBJECT_TYPE_ROUTER_INTERFACE",""
"","SAI_HOSTIF_TABLE_ENTRY_ATTR_TYPE","","","","",""
"","SAI_HOSTIF_TABLE_ENTRY_ATTR_OBJ_ID","Host interface table entry match field trap-id","sai_object_id_t","MANDATORY_ON_CREATE | CREATE_ONLY","SAI_OBJECT_TYPE_HOSTIF_TRAP, SAI_OBJECT_TYPE_HOSTIF_USER_DEFINED_TRAP",""
"","SAI_HOSTIF_TABLE_ENTRY_ATTR_TYPE","","","","",""
"","SAI_HOSTIF_TABLE_ENTRY_ATTR_TRAP_ID","Host interface table entry action channel","sai_hostif_table_entry_channel_type_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_HOSTIF_TABLE_ENTRY_ATTR_CHANNEL_TYPE","Host interface table entry action target host interface object","sai_object_id_t","MANDATORY_ON_CREATE | CREATE_ONLY","SAI_OBJECT_TYPE_HOSTIF",""
"","SAI_HOSTIF_TABLE_ENTRY_ATTR_CHANNEL_TYPE","","","","",""
"","SAI_HOSTIF_TABLE_ENTRY_ATTR_HOST_IF","End of attributes","","","",""
"","SAI_HOSTIF_TABLE_ENTRY_ATTR_END","","","","",""
"","SAI_HOSTIF_TABLE_ENTRY_ATTR_CUSTOM_RANGE_START","","","","",""
"","SAI_HOSTIF_TABLE_ENTRY_ATTR_CUSTOM_RANGE_END","","","","",""
"hostif_packet","SAI_HOSTIF_PACKET_ATTR_START","Trap ID (for receive-only)","sai_object_id_t","READ_ONLY","SAI_OBJECT_TYPE_HOSTIF_TRAP, SAI_OBJECT_TYPE_HOSTIF_USER_DEFINED_TRAP",""
"","SAI_HOSTIF_PACKET_ATTR_HOSTIF_TRAP_ID","Ingress port (for receive-only)","sai_object_id_t","READ_ONLY","SAI_OBJECT_TYPE_PORT",""
"","SAI_HOSTIF_PACKET_ATTR_INGRESS_PORT","Ingress LAG (for receive-only)","sai_object_id_t","READ_ONLY","SAI_OBJECT_TYPE_LAG",""
"","SAI_HOSTIF_PACKET_ATTR_INGRESS_LAG","Packet transmit type. (MANDATORY_ON_SEND)","sai_hostif_tx_type_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_HOSTIF_PACKET_ATTR_HOSTIF_TX_TYPE","Egress port","sai_object_id_t","MANDATORY_ON_CREATE | CREATE_ONLY","SAI_OBJECT_TYPE_PORT",""
"","SAI_HOSTIF_PACKET_ATTR_HOSTIF_TX_TYPE","","","","",""
"","SAI_HOSTIF_PACKET_ATTR_EGRESS_PORT_OR_LAG","Bridge ID (for receive-only)","sai_object_id_t","READ_ONLY","SAI_OBJECT_TYPE_BRIDGE",""
"","SAI_HOSTIF_PACKET_ATTR_BRIDGE_ID","Timestamp","sai_timespec_t","READ_ONLY","",""
"","SAI_HOSTIF_PACKET_ATTR_TIMESTAMP","Egress queue index","sai_uint8_t","CREATE_ONLY","","0"
"","SAI_HOSTIF_PACKET_ATTR_EGRESS_QUEUE_INDEX","Flag to convey that buffer passed","bool","CREATE_ONLY","","false"
"","SAI_HOSTIF_PACKET_ATTR_ZERO_COPY_TX","End of attributes","","","",""
"","SAI_HOSTIF_PACKET_ATTR_END","","","","",""
"","SAI_HOSTIF_PACKET_ATTR_CUSTOM_RANGE_START","","","","",""
"","SAI_HOSTIF_PACKET_ATTR_CUSTOM_RANGE_END","","","","",""
"icmp_echo_session","SAI_ICMP_ECHO_SESSION_ATTR_START","Hardware lookup valid. TRUE routes packets via L3 forward lookup;","bool","CREATE_ONLY","","true"
"","SAI_ICMP_ECHO_SESSION_ATTR_HW_LOOKUP_VALID","Virtual Router","sai_object_id_t","MANDATORY_ON_CREATE | CREATE_AND_SET","SAI_OBJECT_TYPE_VIRTUAL_ROUTER",""
"","SAI_ICMP_ECHO_SESSION_ATTR_HW_LOOKUP_VALID","","","","",""
"","SAI_ICMP_ECHO_SESSION_ATTR_VIRTUAL_ROUTER","Destination Port","sai_object_id_t","MANDATORY_ON_CREATE | CREATE_AND_SET","SAI_OBJECT_TYPE_PORT",""
"","SAI_ICMP_ECHO_SESSION_ATTR_HW_LOOKUP_VALID","","","","",""
"","SAI_ICMP_ECHO_SESSION_ATTR_PORT","Source Port","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_PORT","SAI_NULL_OBJECT_ID"
"","SAI_ICMP_ECHO_SESSION_ATTR_RX_PORT","Session Global Unique Identifier","sai_uint64_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_ICMP_ECHO_SESSION_ATTR_GUID","Session Cookie","sai_uint32_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_ICMP_ECHO_SESSION_ATTR_COOKIE","IP header version","sai_uint8_t","MANDATORY_ON_CREATE | CREATE_AND_SET","",""
"","SAI_ICMP_ECHO_SESSION_ATTR_IPHDR_VERSION","IP header TOS","sai_uint8_t","CREATE_AND_SET","","0"
"","SAI_ICMP_ECHO_SESSION_ATTR_TOS","IP header TTL","sai_uint8_t","CREATE_AND_SET","","255"
"","SAI_ICMP_ECHO_SESSION_ATTR_TTL","Source IP","sai_ip_address_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_ICMP_ECHO_SESSION_ATTR_SRC_IP_ADDRESS","Destination IP","sai_ip_address_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_ICMP_ECHO_SESSION_ATTR_DST_IP_ADDRESS","L2 source MAC address","sai_mac_t","MANDATORY_ON_CREATE | CREATE_AND_SET","",""
"","SAI_ICMP_ECHO_SESSION_ATTR_HW_LOOKUP_VALID","","","","",""
"","SAI_ICMP_ECHO_SESSION_ATTR_SRC_MAC_ADDRESS","L2 destination MAC address","sai_mac_t","MANDATORY_ON_CREATE | CREATE_AND_SET","",""
"","SAI_ICMP_ECHO_SESSION_ATTR_HW_LOOKUP_VALID","","","","",""
"","SAI_ICMP_ECHO_SESSION_ATTR_DST_MAC_ADDRESS","Transmit interval in microseconds","sai_uint32_t","MANDATORY_ON_CREATE | CREATE_AND_SET","",""
"","SAI_ICMP_ECHO_SESSION_ATTR_TX_INTERVAL","Receive interval in microseconds","sai_uint32_t","MANDATORY_ON_CREATE | CREATE_AND_SET","",""
"","SAI_ICMP_ECHO_SESSION_ATTR_RX_INTERVAL","To enable protection group switch over on session state change","bool","CREATE_AND_SET","","false"
"","SAI_ICMP_ECHO_SESSION_ATTR_SET_NEXT_HOP_GROUP_SWITCHOVER","ICMP_ECHO Session state","sai_icmp_echo_session_state_t","READ_ONLY","",""
"","SAI_ICMP_ECHO_SESSION_ATTR_STATE","Set ICMP echo session statistics counting mode","sai_stats_count_mode_t","CREATE_AND_SET","","SAI_STATS_COUNT_MODE_PACKET_AND_BYTE"
"","SAI_ICMP_ECHO_SESSION_ATTR_STATS_COUNT_MODE","Attach counter object list","","","",""
"","SAI_COUNTER_ATTR_TYPE","","sai_object_list_t","CREATE_AND_SET","SAI_OBJECT_TYPE_COUNTER","empty"
"","SAI_ICMP_ECHO_SESSION_ATTR_SELECTIVE_COUNTER_LIST","End of attributes","","","",""
"","SAI_ICMP_ECHO_SESSION_ATTR_END","","","","",""
"","SAI_ICMP_ECHO_SESSION_ATTR_CUSTOM_RANGE_START","","","","",""
"","SAI_ICMP_ECHO_SESSION_ATTR_CUSTOM_RANGE_END","","","","",""
"ipmc_entry","SAI_IPMC_ENTRY_ATTR_START","IPMC entry type","sai_packet_action_t","MANDATORY_ON_CREATE | CREATE_AND_SET","",""
"","SAI_IPMC_ENTRY_ATTR_PACKET_ACTION","IPMC entry output group id","","","",""
"","SAI_IPMC_ENTRY_ATTR_PACKET_ACTION","IPMC entry output group id","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_IPMC_GROUP","SAI_NULL_OBJECT_ID"
"","SAI_IPMC_ENTRY_ATTR_PACKET_ACTION","","","","",""
"","SAI_IPMC_ENTRY_ATTR_OUTPUT_GROUP_ID","IPMC entry RPF interface group id","sai_object_id_t","MANDATORY_ON_CREATE | CREATE_AND_SET","SAI_OBJECT_TYPE_RPF_GROUP",""
"","SAI_IPMC_ENTRY_ATTR_RPF_GROUP_ID","Attach a counter","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_COUNTER","SAI_NULL_OBJECT_ID"
"","SAI_IPMC_ENTRY_ATTR_COUNTER_ID","End of attributes","","","",""
"","SAI_IPMC_ENTRY_ATTR_END","","","","",""
"","SAI_IPMC_ENTRY_ATTR_CUSTOM_RANGE_START","","","","",""
"","SAI_IPMC_ENTRY_ATTR_CUSTOM_RANGE_END","","","","",""
"ipmc_group","SAI_IPMC_GROUP_ATTR_START","Number of IPMC interfaces in the group","sai_uint32_t","READ_ONLY","",""
"","SAI_IPMC_GROUP_ATTR_IPMC_OUTPUT_COUNT","IPMC member list","sai_object_list_t","READ_ONLY","SAI_OBJECT_TYPE_IPMC_GROUP_MEMBER",""
"","SAI_IPMC_GROUP_ATTR_IPMC_MEMBER_LIST","End of attributes","","","",""
"","SAI_IPMC_GROUP_ATTR_END","","","","",""
"","SAI_IPMC_GROUP_ATTR_CUSTOM_RANGE_START","","","","",""
"","SAI_IPMC_GROUP_ATTR_CUSTOM_RANGE_END","","","","",""
"ipmc_group_member","SAI_IPMC_GROUP_MEMBER_ATTR_START","IPMC group id","sai_object_id_t","MANDATORY_ON_CREATE | CREATE_ONLY","SAI_OBJECT_TYPE_IPMC_GROUP",""
"","SAI_IPMC_GROUP_MEMBER_ATTR_IPMC_GROUP_ID","IPMC output id","sai_object_id_t","MANDATORY_ON_CREATE | CREATE_ONLY","SAI_OBJECT_TYPE_ROUTER_INTERFACE, SAI_OBJECT_TYPE_TUNNEL, SAI_OBJECT_TYPE_NEXT_HOP",""
"","SAI_IPMC_GROUP_MEMBER_ATTR_IPMC_OUTPUT_ID","End of attributes","","","",""
"","SAI_IPMC_GROUP_MEMBER_ATTR_END","","","","",""
"","SAI_IPMC_GROUP_MEMBER_ATTR_CUSTOM_RANGE_START","","","","",""
"","SAI_IPMC_GROUP_MEMBER_ATTR_CUSTOM_RANGE_END","","","","",""
"ipsec","SAI_IPSEC_ATTR_START","Security Engine supports matching source IP address for tunnel termination.","bool","READ_ONLY","",""
"","SAI_IPSEC_ATTR_TERM_REMOTE_IP_MATCH_SUPPORTED","SAI_SWITCH_SWITCHING_MODE_CUT_THROUGH supported","bool","READ_ONLY","",""
"","SAI_IPSEC_ATTR_SWITCHING_MODE_CUT_THROUGH_SUPPORTED","SAI_SWITCH_SWITCHING_MODE_STORE_AND_FORWARD supported","bool","READ_ONLY","",""
"","SAI_IPSEC_ATTR_SWITCHING_MODE_STORE_AND_FORWARD_SUPPORTED","SAI_STATS_MODE_READ supported","bool","READ_ONLY","",""
"","SAI_IPSEC_ATTR_STATS_MODE_READ_SUPPORTED","SAI_STATS_MODE_READ_CLEAR supported","bool","READ_ONLY","",""
"","SAI_IPSEC_ATTR_STATS_MODE_READ_CLEAR_SUPPORTED","Indicates if 32-bit Sequence Number (SN) is supported.","bool","READ_ONLY","",""
"","SAI_IPSEC_ATTR_SN_32BIT_SUPPORTED","Indicates if 64-bit Extended Sequence Number (ESN) is supported.","bool","READ_ONLY","",""
"","SAI_IPSEC_ATTR_ESN_64BIT_SUPPORTED","List of supported cipher suites","sai_s32_list_t sai_ipsec_cipher_t","READ_ONLY","",""
"","SAI_IPSEC_ATTR_SUPPORTED_CIPHER_LIST","IPsec MTU capability on system side (not including IPsec overhead).","sai_uint16_t","READ_ONLY","",""
"","SAI_IPSEC_ATTR_SYSTEM_SIDE_MTU","Warm boot is supported for all saiipsec objects.","bool","READ_ONLY","",""
"","SAI_IPSEC_ATTR_WARM_BOOT_SUPPORTED","If false, disables creation of saiipsec objects during warm-boot.","bool","CREATE_AND_SET","","false"
"","SAI_IPSEC_ATTR_WARM_BOOT_ENABLE","If true, SA Index is assigned by NOS.","bool","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_IPSEC_ATTR_EXTERNAL_SA_INDEX_ENABLE","TPID value used to identify C-tag.","sai_uint16_t","CREATE_AND_SET","","0x8100"
"","SAI_IPSEC_ATTR_CTAG_TPID","TPID value used to identify S-tag.","sai_uint16_t","CREATE_AND_SET","","0x88A8"
"","SAI_IPSEC_ATTR_STAG_TPID","Maximum number of VLAN tags to parse.","sai_uint8_t","CREATE_AND_SET","","0"
"","SAI_IPSEC_ATTR_MAX_VLAN_TAGS_PARSED","High watermark for byte count.","sai_uint64_t","CREATE_AND_SET","","0"
"","SAI_IPSEC_ATTR_OCTET_COUNT_HIGH_WATERMARK","Low watermark for byte count","sai_uint64_t","CREATE_AND_SET","","0"
"","SAI_IPSEC_ATTR_OCTET_COUNT_LOW_WATERMARK","Global setting of read-clear or read-only for statistics read.","sai_stats_mode_t","CREATE_AND_SET","","SAI_STATS_MODE_READ_AND_CLEAR"
"","SAI_IPSEC_ATTR_STATS_MODE","Available IPsec Security Associations.","sai_uint32_t","READ_ONLY","",""
"","SAI_IPSEC_ATTR_AVAILABLE_IPSEC_SA","IPsec SA list","sai_object_list_t","READ_ONLY","SAI_OBJECT_TYPE_IPSEC_SA",""
"","SAI_IPSEC_ATTR_SA_LIST","End of IPsec attributes","","","",""
"","SAI_IPSEC_ATTR_END","Custom range base value","","","",""
"","SAI_IPSEC_ATTR_CUSTOM_RANGE_START","End of custom range base","","","",""
"","SAI_IPSEC_ATTR_CUSTOM_RANGE_END","","","","",""
"ipsec_port","SAI_IPSEC_PORT_ATTR_START","Associated port id","sai_object_id_t","MANDATORY_ON_CREATE | CREATE_ONLY","SAI_OBJECT_TYPE_PORT",""
"","SAI_IPSEC_PORT_ATTR_PORT_ID","Enable vlan tag parsing for C-tag TPID","bool","CREATE_AND_SET","","false"
"","SAI_IPSEC_PORT_ATTR_CTAG_ENABLE","Enable vlan tag parsing for S-tag TPID","bool","CREATE_AND_SET","","false"
"","SAI_IPSEC_PORT_ATTR_STAG_ENABLE","Port native Vlan Id used for Security Engine SA termination.","sai_uint16_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_IPSEC_PORT_ATTR_NATIVE_VLAN_ID","Enable VRF identification from ingress parsed packet Vlan.","bool","CREATE_AND_SET","","false"
"","SAI_IPSEC_PORT_ATTR_VRF_FROM_PACKET_VLAN_ENABLE","Switching mode for port. If configured as cut-through, the IPG","sai_switch_switching_mode_t","CREATE_AND_SET","","SAI_SWITCH_SWITCHING_MODE_CUT_THROUGH"
"","SAI_IPSEC_PORT_ATTR_SWITCH_SWITCHING_MODE","Set IPSEC port statistics counting mode","sai_stats_count_mode_t","CREATE_AND_SET","","SAI_STATS_COUNT_MODE_PACKET_AND_BYTE"
"","SAI_IPSEC_PORT_ATTR_STATS_COUNT_MODE","Attach counter object list","","","",""
"","SAI_COUNTER_ATTR_TYPE","","sai_object_list_t","CREATE_AND_SET","SAI_OBJECT_TYPE_COUNTER","empty"
"","SAI_IPSEC_PORT_ATTR_SELECTIVE_COUNTER_LIST","End of IPsec Port attributes","","","",""
"","SAI_IPSEC_PORT_ATTR_END","Custom range base value","","","",""
"","SAI_IPSEC_PORT_ATTR_CUSTOM_RANGE_START","End of custom range base","","","",""
"","SAI_IPSEC_PORT_ATTR_CUSTOM_RANGE_END","","","","",""
"ipsec_sa","SAI_IPSEC_SA_ATTR_START","IPsec direction","sai_ipsec_direction_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_IPSEC_SA_ATTR_IPSEC_DIRECTION","IPsec object id","sai_object_id_t","MANDATORY_ON_CREATE | CREATE_ONLY","SAI_OBJECT_TYPE_IPSEC",""
"","SAI_IPSEC_SA_ATTR_IPSEC_ID","SA byte count status.","sai_ipsec_sa_octet_count_status_t","READ_ONLY","",""
"","SAI_IPSEC_SA_ATTR_OCTET_COUNT_STATUS","Externally assigned SA Index value for this Security Association.","","","",""
"","SAI_IPSEC_ATTR_EXTERNAL_SA_INDEX_ENABLE","","sai_uint32_t","CREATE_AND_SET","","0"
"","SAI_IPSEC_SA_ATTR_EXTERNAL_SA_INDEX","SA Index value for this Security Association.","sai_uint32_t","READ_ONLY","",""
"","SAI_IPSEC_SA_ATTR_SA_INDEX","List of IPsec ports for this SA.","sai_object_list_t","CREATE_AND_SET","SAI_OBJECT_TYPE_IPSEC_PORT","empty"
"","SAI_IPSEC_SA_ATTR_IPSEC_PORT_LIST","SPI value for this Security Association, carried in ESP header.","sai_uint32_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_IPSEC_SA_ATTR_IPSEC_SPI","Enable 64-bit ESN (vs 32-bit SN) for this Security Association","bool","CREATE_ONLY","","true"
"","SAI_IPSEC_SA_ATTR_IPSEC_ESN_ENABLE","Cipher suite for this SA.","sai_ipsec_cipher_t","CREATE_ONLY","","SAI_IPSEC_CIPHER_AES256_GCM16"
"","SAI_IPSEC_SA_ATTR_IPSEC_CIPHER","IPsec Traffic Encryption Key used for encryption/decryption.","sai_encrypt_key_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_IPSEC_SA_ATTR_ENCRYPT_KEY","IPsec Salt portion of IV","sai_uint32_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_IPSEC_SA_ATTR_SALT","IPsec Authentication Key","sai_auth_key_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_IPSEC_SA_ATTR_AUTH_KEY","Replay protection enable for this Security Association.","bool","CREATE_AND_SET","","false"
"","SAI_IPSEC_SA_ATTR_IPSEC_DIRECTION","","","","",""
"","SAI_IPSEC_SA_ATTR_IPSEC_REPLAY_PROTECTION_ENABLE","Replay protection window for this Security Association.","sai_uint32_t","CREATE_AND_SET","","0"
"","SAI_IPSEC_SA_ATTR_IPSEC_DIRECTION","","","","",""
"","SAI_IPSEC_SA_ATTR_IPSEC_REPLAY_PROTECTION_WINDOW","SA local IP address for tunnel termination.","sai_ip_address_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_IPSEC_SA_ATTR_IPSEC_DIRECTION","","","","",""
"","SAI_IPSEC_SA_ATTR_TERM_DST_IP","Match Vlan Id for tunnel termination.","bool","CREATE_ONLY","","false"
"","SAI_IPSEC_SA_ATTR_IPSEC_DIRECTION","","","","",""
"","SAI_IPSEC_SA_ATTR_TERM_VLAN_ID_ENABLE","Vlan Id for tunnel termination.","sai_uint16_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_IPSEC_SA_ATTR_IPSEC_DIRECTION","","","","",""
"","SAI_IPSEC_SA_ATTR_TERM_VLAN_ID","Match remote IP address for tunnel termination.","bool","CREATE_ONLY","","false"
"","SAI_IPSEC_SA_ATTR_IPSEC_DIRECTION","","","","",""
"","SAI_IPSEC_SA_ATTR_TERM_SRC_IP_ENABLE","Remote IP address for tunnel termination.","sai_ip_address_t","MANDATORY_ON_CREATE | CREATE_ONLY","",""
"","SAI_IPSEC_SA_ATTR_IPSEC_DIRECTION","","","","",""
"","SAI_IPSEC_SA_ATTR_TERM_SRC_IP","IPsec egress sequence number (SN). One less than the next SN.","sai_uint64_t","CREATE_AND_SET","","0"
"","SAI_IPSEC_SA_ATTR_IPSEC_DIRECTION","","","","",""
"","SAI_IPSEC_SA_ATTR_EGRESS_ESN","Minimum value of ingress IPsec sequence number (SN).","sai_uint64_t","CREATE_AND_SET","","1"
